TID: 00878a19fa7f0000, SID: 0, DID: 0, CID: 0, time stamp: 84, AID: 0, The ship created
TID: 0037ff09fa7f0000, SID: 23, DID: 1, CID: 674, time stamp: 38733, AID: 6, The ship loading cargo from the dock
TID: 00b7fae5f97f0000, SID: 95, DID: 4, CID: 570, time stamp: 38802, AID: 6, The ship loading cargo from the dock
TID: 00878a19fa7f0000, SID: 0, DID: 4, CID: 565, time stamp: 38991, AID: 6, The ship loading cargo from the dock
TID: 00f7fae7f97f0000, SID: 91, DID: 3, CID: 0, time stamp: 39064, AID: 1, The ship requested permission to dock
TID: 00f7fae7f97f0000, SID: 91, DID: 3, CID: 0, time stamp: 39070, AID: 2, The ship docked
TID: 00f7fae7f97f0000, SID: 91, DID: 3, CID: 0, time stamp: 39073, AID: 5, The ship requested permission to load cargo from the dock
TID: 00f7fae7f97f0000, SID: 91, DID: 3, CID: 826, time stamp: 39078, AID: 6, The ship loading cargo from the dock
TID: 00677bebf97f0000, SID: 84, DID: 0, CID: 697, time stamp: 39302, AID: 6, The ship loading cargo from the dock
TID: 00077f08fa7f0000, SID: 26, DID: 2, CID: 869, time stamp: 39329, AID: 6, The ship loading cargo from the dock
TID: 00e77cf7f97f0000, SID: 60, DID: 0, CID: 694, time stamp: 39341, AID: 6, The ship loading cargo from the dock
TID: 0077fcf3f97f0000, SID: 67, DID: 2, CID: 864, time stamp: 39353, AID: 6, The ship loading cargo from the dock
TID: 00e78914fa7f0000, SID: 11, DID: 3, CID: 811, time stamp: 39367, AID: 6, The ship loading cargo from the dock
TID: 00f7fe07fa7f0000, SID: 27, DID: 3, CID: 821, time stamp: 39401, AID: 6, The ship loading cargo from the dock
TID: 00677f0bfa7f0000, SID: 20, DID: 1, CID: 547, time stamp: 39468, AID: 6, The ship loading cargo from the dock
TID: 00e77f0ffa7f0000, SID: 12, DID: 3, CID: 819, time stamp: 39480, AID: 6, The ship loading cargo from the dock
TID: 0057fdfaf97f0000, SID: 53, DID: 1, CID: 667, time stamp: 39561, AID: 6, The ship loading cargo from the dock
TID: 00f7ff0ffa7f0000, SID: 4, DID: 4, CID: 564, time stamp: 39576, AID: 6, The ship loading cargo from the dock
TID: 00b7ff0dfa7f0000, SID: 15, DID: 1, CID: 658, time stamp: 39579, AID: 6, The ship loading cargo from the dock
TID: 00077be8f97f0000, SID: 90, DID: 4, CID: 553, time stamp: 39746, AID: 6, The ship loading cargo from the dock
TID: 0037fdf9f97f0000, SID: 55, DID: 0, CID: 692, time stamp: 39780, AID: 6, The ship loading cargo from the dock
TID: 0097fe04fa7f0000, SID: 33, DID: 3, CID: 813, time stamp: 39838, AID: 6, The ship loading cargo from the dock
TID: 0057fe02fa7f0000, SID: 37, DID: 2, CID: 875, time stamp: 39852, AID: 6, The ship loading cargo from the dock
TID: 00477f0afa7f0000, SID: 22, DID: 2, CID: 605, time stamp: 39998, AID: 6, The ship loading cargo from the dock
TID: 00d7fdfef97f0000, SID: 45, DID: 2, CID: 0, time stamp: 40060, AID: 1, The ship requested permission to dock
TID: 00d7fdfef97f0000, SID: 45, DID: 2, CID: 0, time stamp: 40065, AID: 2, The ship docked
TID: 00d7fdfef97f0000, SID: 45, DID: 2, CID: 0, time stamp: 40068, AID: 5, The ship requested permission to load cargo from the dock
TID: 00d7fdfef97f0000, SID: 45, DID: 2, CID: 854, time stamp: 40074, AID: 6, The ship loading cargo from the dock
TID: 00d7fae6f97f0000, SID: 93, DID: 4, CID: 569, time stamp: 40174, AID: 6, The ship loading cargo from the dock
TID: 00b7fcf5f97f0000, SID: 63, DID: 4, CID: 474, time stamp: 40244, AID: 6, The ship loading cargo from the dock
TID: 00877cf4f97f0000, SID: 66, DID: 1, CID: 652, time stamp: 40277, AID: 6, The ship loading cargo from the dock
TID: 0017fdf8f97f0000, SID: 57, DID: 1, CID: 642, time stamp: 40297, AID: 6, The ship loading cargo from the dock
TID: 0017fe00fa7f0000, SID: 41, DID: 3, CID: 783, time stamp: 40338, AID: 6, The ship loading cargo from the dock
TID: 0017fbe8f97f0000, SID: 89, DID: 0, CID: 691, time stamp: 40427, AID: 6, The ship loading cargo from the dock
TID: 00877becf97f0000, SID: 82, DID: 0, CID: 689, time stamp: 40596, AID: 6, The ship loading cargo from the dock
TID: 00370a17fa7f0000, SID: 6, DID: 4, CID: 560, time stamp: 40617, AID: 6, The ship loading cargo from the dock
TID: 00a77dfdf97f0000, SID: 48, DID: 1, CID: 640, time stamp: 40621, AID: 6, The ship loading cargo from the dock
TID: 0077ff0bfa7f0000, SID: 19, DID: 2, CID: 555, time stamp: 40766, AID: 6, The ship loading cargo from the dock
TID: 00e77ae7f97f0000, SID: 92, DID: 3, CID: 716, time stamp: 40792, AID: 6, The ship loading cargo from the dock
TID: 0097ff0cfa7f0000, SID: 17, DID: 0, CID: 682, time stamp: 40833, AID: 6, The ship loading cargo from the dock
TID: 0097fdfcf97f0000, SID: 49, DID: 4, CID: 534, time stamp: 40891, AID: 6, The ship loading cargo from the dock
TID: 00077e00fa7f0000, SID: 42, DID: 2, CID: 852, time stamp: 41179, AID: 6, The ship loading cargo from the dock
TID: 00e77e07fa7f0000, SID: 28, DID: 4, CID: 468, time stamp: 41196, AID: 6, The ship loading cargo from the dock
TID: 00a77e05fa7f0000, SID: 32, DID: 0, CID: 686, time stamp: 41206, AID: 6, The ship loading cargo from the dock
TID: 00877ae4f97f0000, SID: 98, DID: 1, CID: 638, time stamp: 41237, AID: 6, The ship loading cargo from the dock
TID: 00d7fe06fa7f0000, SID: 29, DID: 4, CID: 522, time stamp: 41296, AID: 6, The ship loading cargo from the dock
TID: 00570a18fa7f0000, SID: 3, DID: 1, CID: 545, time stamp: 41385, AID: 6, The ship loading cargo from the dock
TID: 00a77ae5f97f0000, SID: 96, DID: 4, CID: 514, time stamp: 41394, AID: 6, The ship loading cargo from the dock
TID: 00677e03fa7f0000, SID: 36, DID: 1, CID: 632, time stamp: 41404, AID: 6, The ship loading cargo from the dock
TID: 00c77ae6f97f0000, SID: 94, DID: 1, CID: 517, time stamp: 41649, AID: 6, The ship loading cargo from the dock
TID: 00077cf0f97f0000, SID: 74, DID: 2, CID: 851, time stamp: 41722, AID: 6, The ship loading cargo from the dock
TID: 00277cf1f97f0000, SID: 72, DID: 0, CID: 672, time stamp: 41731, AID: 6, The ship loading cargo from the dock
TID: 00a77cf5f97f0000, SID: 64, DID: 1, CID: 628, time stamp: 41736, AID: 6, The ship loading cargo from the dock
TID: 0037ff09fa7f0000, SID: 23, DID: 1, CID: 0, time stamp: 41795, AID: 7, The ship leaved the dock
TID: 00b7fae5f97f0000, SID: 95, DID: 4, CID: 483, time stamp: 41864, AID: 6, The ship loading cargo from the dock
TID: 00878a19fa7f0000, SID: 0, DID: 4, CID: 508, time stamp: 42063, AID: 6, The ship loading cargo from the dock
TID: 00f7fae7f97f0000, SID: 91, DID: 3, CID: 795, time stamp: 42162, AID: 6, The ship loading cargo from the dock
TID: 00677bebf97f0000, SID: 84, DID: 0, CID: 668, time stamp: 42374, AID: 6, The ship loading cargo from the dock
TID: 00077f08fa7f0000, SID: 26, DID: 2, CID: 836, time stamp: 42398, AID: 6, The ship loading cargo from the dock
TID: 00e77cf7f97f0000, SID: 60, DID: 0, CID: 653, time stamp: 42412, AID: 6, The ship loading cargo from the dock
TID: 00e78914fa7f0000, SID: 11, DID: 3, CID: 791, time stamp: 42443, AID: 6, The ship loading cargo from the dock
TID: 00f7fe07fa7f0000, SID: 27, DID: 3, CID: 777, time stamp: 42445, AID: 6, The ship loading cargo from the dock
TID: 0077fcf3f97f0000, SID: 67, DID: 2, CID: 839, time stamp: 42454, AID: 6, The ship loading cargo from the dock
TID: 00677f0bfa7f0000, SID: 20, DID: 1, CID: 507, time stamp: 42533, AID: 6, The ship loading cargo from the dock
TID: 00e77f0ffa7f0000, SID: 12, DID: 3, CID: 767, time stamp: 42544, AID: 6, The ship loading cargo from the dock
TID: 00877f0cfa7f0000, SID: 18, DID: 3, CID: 0, time stamp: 42590, AID: 1, The ship requested permission to dock
TID: 00877f0cfa7f0000, SID: 18, DID: 3, CID: 0, time stamp: 42597, AID: 2, The ship docked
TID: 00877f0cfa7f0000, SID: 18, DID: 3, CID: 0, time stamp: 42600, AID: 3, The ship requested permission to unload its cargo
TID: 0057fdfaf97f0000, SID: 53, DID: 1, CID: 623, time stamp: 42624, AID: 6, The ship loading cargo from the dock
TID: 00f7ff0ffa7f0000, SID: 4, DID: 4, CID: 489, time stamp: 42642, AID: 6, The ship loading cargo from the dock
TID: 00b7ff0dfa7f0000, SID: 15, DID: 1, CID: 621, time stamp: 42650, AID: 6, The ship loading cargo from the dock
TID: 00077be8f97f0000, SID: 90, DID: 4, CID: 480, time stamp: 42808, AID: 6, The ship loading cargo from the dock
TID: 0037fdf9f97f0000, SID: 55, DID: 0, CID: 651, time stamp: 42851, AID: 6, The ship loading cargo from the dock
TID: 0097fe04fa7f0000, SID: 33, DID: 3, CID: 766, time stamp: 42904, AID: 6, The ship loading cargo from the dock
TID: 0057fe02fa7f0000, SID: 37, DID: 2, CID: 842, time stamp: 42914, AID: 6, The ship loading cargo from the dock
TID: 00477f0afa7f0000, SID: 22, DID: 2, CID: 540, time stamp: 43061, AID: 6, The ship loading cargo from the dock
TID: 00d7fdfef97f0000, SID: 45, DID: 2, CID: 838, time stamp: 43154, AID: 6, The ship loading cargo from the dock
TID: 00d7fae6f97f0000, SID: 93, DID: 4, CID: 481, time stamp: 43246, AID: 6, The ship loading cargo from the dock
TID: 00b7fcf5f97f0000, SID: 63, DID: 4, CID: 458, time stamp: 43306, AID: 6, The ship loading cargo from the dock
TID: 00877cf4f97f0000, SID: 66, DID: 1, CID: 620, time stamp: 43343, AID: 6, The ship loading cargo from the dock
TID: 0017fdf8f97f0000, SID: 57, DID: 1, CID: 617, time stamp: 43361, AID: 6, The ship loading cargo from the dock
TID: 0017fe00fa7f0000, SID: 41, DID: 3, CID: 748, time stamp: 43406, AID: 6, The ship loading cargo from the dock
TID: 0017fbe8f97f0000, SID: 89, DID: 0, CID: 646, time stamp: 43507, AID: 6, The ship loading cargo from the dock
TID: 00877becf97f0000, SID: 82, DID: 0, CID: 645, time stamp: 43664, AID: 6, The ship loading cargo from the dock
TID: 00370a17fa7f0000, SID: 6, DID: 4, CID: 475, time stamp: 43693, AID: 6, The ship loading cargo from the dock
TID: 00a77dfdf97f0000, SID: 48, DID: 1, CID: 609, time stamp: 43697, AID: 6, The ship loading cargo from the dock
TID: 0077ff0bfa7f0000, SID: 19, DID: 2, CID: 518, time stamp: 43836, AID: 6, The ship loading cargo from the dock
TID: 00e77ae7f97f0000, SID: 92, DID: 3, CID: 704, time stamp: 43857, AID: 6, The ship loading cargo from the dock
TID: 0097ff0cfa7f0000, SID: 17, DID: 0, CID: 643, time stamp: 43895, AID: 6, The ship loading cargo from the dock
TID: 0097fdfcf97f0000, SID: 49, DID: 4, CID: 462, time stamp: 43962, AID: 6, The ship loading cargo from the dock
TID: 00a77f0dfa7f0000, SID: 16, DID: 4, CID: 0, time stamp: 44063, AID: 1, The ship requested permission to dock
TID: 00a77f0dfa7f0000, SID: 16, DID: 4, CID: 0, time stamp: 44071, AID: 2, The ship docked
TID: 00a77f0dfa7f0000, SID: 16, DID: 4, CID: 0, time stamp: 44074, AID: 5, The ship requested permission to load cargo from the dock
TID: 00a77f0dfa7f0000, SID: 16, DID: 4, CID: 438, time stamp: 44084, AID: 6, The ship loading cargo from the dock
TID: 00f7fbeff97f0000, SID: 75, DID: 1, CID: 0, time stamp: 44065, AID: 1, The ship requested permission to dock
TID: 00f7fbeff97f0000, SID: 75, DID: 1, CID: 0, time stamp: 44100, AID: 2, The ship docked
TID: 00f7fbeff97f0000, SID: 75, DID: 1, CID: 0, time stamp: 44107, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fcf4f97f0000, SID: 65, DID: 4, CID: 0, time stamp: 44092, AID: 1, The ship requested permission to dock
TID: 00f7fbeff97f0000, SID: 75, DID: 1, CID: 603, time stamp: 44118, AID: 6, The ship loading cargo from the dock
TID: 0097fcf4f97f0000, SID: 65, DID: 4, CID: 0, time stamp: 44119, AID: 2, The ship docked
TID: 0097fcf4f97f0000, SID: 65, DID: 4, CID: 0, time stamp: 44131, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fcf4f97f0000, SID: 65, DID: 4, CID: 433, time stamp: 44142, AID: 6, The ship loading cargo from the dock
TID: 00077e00fa7f0000, SID: 42, DID: 2, CID: 831, time stamp: 44245, AID: 6, The ship loading cargo from the dock
TID: 00e77e07fa7f0000, SID: 28, DID: 4, CID: 422, time stamp: 44262, AID: 6, The ship loading cargo from the dock
TID: 00a77e05fa7f0000, SID: 32, DID: 0, CID: 641, time stamp: 44278, AID: 6, The ship loading cargo from the dock
TID: 00877ae4f97f0000, SID: 98, DID: 1, CID: 608, time stamp: 44308, AID: 6, The ship loading cargo from the dock
TID: 00d7fe06fa7f0000, SID: 29, DID: 4, CID: 459, time stamp: 44362, AID: 6, The ship loading cargo from the dock
TID: 00570a18fa7f0000, SID: 3, DID: 1, CID: 500, time stamp: 44448, AID: 6, The ship loading cargo from the dock
TID: 00a77ae5f97f0000, SID: 96, DID: 4, CID: 455, time stamp: 44456, AID: 6, The ship loading cargo from the dock
TID: 00677e03fa7f0000, SID: 36, DID: 1, CID: 607, time stamp: 44467, AID: 6, The ship loading cargo from the dock
TID: 00c77ae6f97f0000, SID: 94, DID: 1, CID: 484, time stamp: 44718, AID: 6, The ship loading cargo from the dock
TID: 00077cf0f97f0000, SID: 74, DID: 2, CID: 808, time stamp: 44793, AID: 6, The ship loading cargo from the dock
TID: 00a77cf5f97f0000, SID: 64, DID: 1, CID: 604, time stamp: 44802, AID: 6, The ship loading cargo from the dock
TID: 00277cf1f97f0000, SID: 72, DID: 0, CID: 634, time stamp: 44802, AID: 6, The ship loading cargo from the dock
TID: 00b7fae5f97f0000, SID: 95, DID: 4, CID: 447, time stamp: 44925, AID: 6, The ship loading cargo from the dock
TID: 00277e01fa7f0000, SID: 40, DID: 1, CID: 0, time stamp: 45068, AID: 1, The ship requested permission to dock
TID: 00277e01fa7f0000, SID: 40, DID: 1, CID: 0, time stamp: 45074, AID: 2, The ship docked
TID: 00277e01fa7f0000, SID: 40, DID: 1, CID: 0, time stamp: 45077, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fbe9f97f0000, SID: 87, DID: 4, CID: 0, time stamp: 45079, AID: 1, The ship requested permission to dock
TID: 0037fbe9f97f0000, SID: 87, DID: 4, CID: 0, time stamp: 45087, AID: 2, The ship docked
TID: 0037fbe9f97f0000, SID: 87, DID: 4, CID: 0, time stamp: 45095, AID: 5, The ship requested permission to load cargo from the dock
TID: 00277e01fa7f0000, SID: 40, DID: 1, CID: 585, time stamp: 45088, AID: 6, The ship loading cargo from the dock
TID: 0037fbe9f97f0000, SID: 87, DID: 4, CID: 379, time stamp: 45105, AID: 6, The ship loading cargo from the dock
TID: 00878a19fa7f0000, SID: 0, DID: 4, CID: 446, time stamp: 45129, AID: 6, The ship loading cargo from the dock
TID: 00f7fae7f97f0000, SID: 91, DID: 3, CID: 755, time stamp: 45232, AID: 6, The ship loading cargo from the dock
TID: 00677bebf97f0000, SID: 84, DID: 0, CID: 635, time stamp: 45445, AID: 6, The ship loading cargo from the dock
TID: 00077f08fa7f0000, SID: 26, DID: 2, CID: 789, time stamp: 45466, AID: 6, The ship loading cargo from the dock
TID: 00e77cf7f97f0000, SID: 60, DID: 0, CID: 629, time stamp: 45486, AID: 6, The ship loading cargo from the dock
TID: 00f7fe07fa7f0000, SID: 27, DID: 3, CID: 749, time stamp: 45495, AID: 6, The ship loading cargo from the dock
TID: 00e78914fa7f0000, SID: 11, DID: 3, CID: 742, time stamp: 45511, AID: 6, The ship loading cargo from the dock
TID: 0077fcf3f97f0000, SID: 67, DID: 2, CID: 787, time stamp: 45550, AID: 6, The ship loading cargo from the dock
TID: 00677f0bfa7f0000, SID: 20, DID: 1, CID: 448, time stamp: 45601, AID: 6, The ship loading cargo from the dock
TID: 00e77f0ffa7f0000, SID: 12, DID: 3, CID: 746, time stamp: 45607, AID: 6, The ship loading cargo from the dock
TID: 0057fdfaf97f0000, SID: 53, DID: 1, CID: 582, time stamp: 45689, AID: 6, The ship loading cargo from the dock
TID: 00f7ff0ffa7f0000, SID: 4, DID: 4, CID: 375, time stamp: 45734, AID: 6, The ship loading cargo from the dock
TID: 00b7ff0dfa7f0000, SID: 15, DID: 1, CID: 561, time stamp: 45738, AID: 6, The ship loading cargo from the dock
TID: 00077be8f97f0000, SID: 90, DID: 4, CID: 339, time stamp: 45873, AID: 6, The ship loading cargo from the dock
TID: 0037fdf9f97f0000, SID: 55, DID: 0, CID: 625, time stamp: 45923, AID: 6, The ship loading cargo from the dock
TID: 0097fe04fa7f0000, SID: 33, DID: 3, CID: 738, time stamp: 45970, AID: 6, The ship loading cargo from the dock
TID: 0057fe02fa7f0000, SID: 37, DID: 2, CID: 806, time stamp: 45976, AID: 6, The ship loading cargo from the dock
TID: 00477f0afa7f0000, SID: 22, DID: 2, CID: 516, time stamp: 46123, AID: 6, The ship loading cargo from the dock
TID: 00d7fdfef97f0000, SID: 45, DID: 2, CID: 805, time stamp: 46217, AID: 6, The ship loading cargo from the dock
TID: 00d7fae6f97f0000, SID: 93, DID: 4, CID: 443, time stamp: 46318, AID: 6, The ship loading cargo from the dock
TID: 00b7fcf5f97f0000, SID: 63, DID: 4, CID: 364, time stamp: 46370, AID: 6, The ship loading cargo from the dock
TID: 00877cf4f97f0000, SID: 66, DID: 1, CID: 550, time stamp: 46409, AID: 6, The ship loading cargo from the dock
TID: 0017fdf8f97f0000, SID: 57, DID: 1, CID: 539, time stamp: 46426, AID: 6, The ship loading cargo from the dock
TID: 0017fe00fa7f0000, SID: 41, DID: 3, CID: 734, time stamp: 46476, AID: 6, The ship loading cargo from the dock
TID: 0017fbe8f97f0000, SID: 89, DID: 0, CID: 616, time stamp: 46568, AID: 6, The ship loading cargo from the dock
TID: 00877becf97f0000, SID: 82, DID: 0, CID: 611, time stamp: 46733, AID: 6, The ship loading cargo from the dock
TID: 00370a17fa7f0000, SID: 6, DID: 4, CID: 439, time stamp: 46765, AID: 6, The ship loading cargo from the dock
TID: 00a77dfdf97f0000, SID: 48, DID: 1, CID: 537, time stamp: 46767, AID: 6, The ship loading cargo from the dock
TID: 0077ff0bfa7f0000, SID: 19, DID: 2, CID: 510, time stamp: 46903, AID: 6, The ship loading cargo from the dock
TID: 00e77ae7f97f0000, SID: 92, DID: 3, CID: 702, time stamp: 46922, AID: 6, The ship loading cargo from the dock
TID: 0097ff0cfa7f0000, SID: 17, DID: 0, CID: 610, time stamp: 46958, AID: 6, The ship loading cargo from the dock
TID: 0097fdfcf97f0000, SID: 49, DID: 4, CID: 437, time stamp: 47030, AID: 6, The ship loading cargo from the dock
TID: 00a77f0dfa7f0000, SID: 16, DID: 4, CID: 321, time stamp: 47158, AID: 6, The ship loading cargo from the dock
TID: 00f7fbeff97f0000, SID: 75, DID: 1, CID: 521, time stamp: 47202, AID: 6, The ship loading cargo from the dock
TID: 0097fcf4f97f0000, SID: 65, DID: 4, CID: 310, time stamp: 47214, AID: 6, The ship loading cargo from the dock
TID: 00077e00fa7f0000, SID: 42, DID: 2, CID: 804, time stamp: 47307, AID: 6, The ship loading cargo from the dock
TID: 00e77e07fa7f0000, SID: 28, DID: 4, CID: 294, time stamp: 47328, AID: 6, The ship loading cargo from the dock
TID: 00a77e05fa7f0000, SID: 32, DID: 0, CID: 591, time stamp: 47349, AID: 6, The ship loading cargo from the dock
TID: 00d7fe06fa7f0000, SID: 29, DID: 4, CID: 423, time stamp: 47397, AID: 6, The ship loading cargo from the dock
TID: 00877ae4f97f0000, SID: 98, DID: 1, CID: 513, time stamp: 47401, AID: 6, The ship loading cargo from the dock
TID: 00570a18fa7f0000, SID: 3, DID: 1, CID: 418, time stamp: 47510, AID: 6, The ship loading cargo from the dock
TID: 00a77ae5f97f0000, SID: 96, DID: 4, CID: 412, time stamp: 47520, AID: 6, The ship loading cargo from the dock
TID: 00677e03fa7f0000, SID: 36, DID: 1, CID: 528, time stamp: 47530, AID: 6, The ship loading cargo from the dock
TID: 00c77ae6f97f0000, SID: 94, DID: 1, CID: 405, time stamp: 47787, AID: 6, The ship loading cargo from the dock
TID: 00077cf0f97f0000, SID: 74, DID: 2, CID: 784, time stamp: 47863, AID: 6, The ship loading cargo from the dock
TID: 00a77cf5f97f0000, SID: 64, DID: 1, CID: 501, time stamp: 47869, AID: 6, The ship loading cargo from the dock
TID: 00277cf1f97f0000, SID: 72, DID: 0, CID: 556, time stamp: 47885, AID: 6, The ship loading cargo from the dock
TID: 00b7fae5f97f0000, SID: 95, DID: 4, CID: 404, time stamp: 47987, AID: 6, The ship loading cargo from the dock
TID: 00878a19fa7f0000, SID: 0, DID: 4, CID: 403, time stamp: 48184, AID: 6, The ship loading cargo from the dock
TID: 00277e01fa7f0000, SID: 40, DID: 1, CID: 495, time stamp: 48210, AID: 6, The ship loading cargo from the dock
TID: 0037fbe9f97f0000, SID: 87, DID: 4, CID: 262, time stamp: 48213, AID: 6, The ship loading cargo from the dock
TID: 00f7fae7f97f0000, SID: 91, DID: 3, CID: 733, time stamp: 48302, AID: 6, The ship loading cargo from the dock
TID: 00677bebf97f0000, SID: 84, DID: 0, CID: 586, time stamp: 48515, AID: 6, The ship loading cargo from the dock
TID: 00077f08fa7f0000, SID: 26, DID: 2, CID: 769, time stamp: 48535, AID: 6, The ship loading cargo from the dock
TID: 00e77cf7f97f0000, SID: 60, DID: 0, CID: 574, time stamp: 48557, AID: 6, The ship loading cargo from the dock
TID: 00f7fe07fa7f0000, SID: 27, DID: 3, CID: 732, time stamp: 48565, AID: 6, The ship loading cargo from the dock
TID: 00e78914fa7f0000, SID: 11, DID: 3, CID: 720, time stamp: 48576, AID: 6, The ship loading cargo from the dock
TID: 0077fcf3f97f0000, SID: 67, DID: 2, CID: 778, time stamp: 48620, AID: 6, The ship loading cargo from the dock
TID: 00677f0bfa7f0000, SID: 20, DID: 1, CID: 381, time stamp: 48669, AID: 6, The ship loading cargo from the dock
TID: 00e77f0ffa7f0000, SID: 12, DID: 3, CID: 729, time stamp: 48669, AID: 6, The ship loading cargo from the dock
TID: 0057fdfaf97f0000, SID: 53, DID: 1, CID: 490, time stamp: 48752, AID: 6, The ship loading cargo from the dock
TID: 00f7ff0ffa7f0000, SID: 4, DID: 4, CID: 307, time stamp: 48800, AID: 6, The ship loading cargo from the dock
TID: 00b7ff0dfa7f0000, SID: 15, DID: 1, CID: 494, time stamp: 48803, AID: 6, The ship loading cargo from the dock
TID: 00077be8f97f0000, SID: 90, DID: 4, CID: 285, time stamp: 48936, AID: 6, The ship loading cargo from the dock
TID: 0037fdf9f97f0000, SID: 55, DID: 0, CID: 563, time stamp: 48994, AID: 6, The ship loading cargo from the dock
TID: 0097fe04fa7f0000, SID: 33, DID: 3, CID: 723, time stamp: 49038, AID: 6, The ship loading cargo from the dock
TID: 0057fe02fa7f0000, SID: 37, DID: 2, CID: 790, time stamp: 49040, AID: 6, The ship loading cargo from the dock
TID: 00477f0afa7f0000, SID: 22, DID: 2, CID: 493, time stamp: 49185, AID: 6, The ship loading cargo from the dock
TID: 00d7fdfef97f0000, SID: 45, DID: 2, CID: 774, time stamp: 49298, AID: 6, The ship loading cargo from the dock
TID: 00d7fae6f97f0000, SID: 93, DID: 4, CID: 394, time stamp: 49389, AID: 6, The ship loading cargo from the dock
TID: 00b7fcf5f97f0000, SID: 63, DID: 4, CID: 250, time stamp: 49432, AID: 6, The ship loading cargo from the dock
TID: 00877cf4f97f0000, SID: 66, DID: 1, CID: 473, time stamp: 49475, AID: 6, The ship loading cargo from the dock
TID: 0017fdf8f97f0000, SID: 57, DID: 1, CID: 469, time stamp: 49492, AID: 6, The ship loading cargo from the dock
TID: 0017fe00fa7f0000, SID: 41, DID: 3, CID: 719, time stamp: 49546, AID: 6, The ship loading cargo from the dock
TID: 0017fbe8f97f0000, SID: 89, DID: 0, CID: 552, time stamp: 49630, AID: 6, The ship loading cargo from the dock
TID: 00877becf97f0000, SID: 82, DID: 0, CID: 544, time stamp: 49801, AID: 6, The ship loading cargo from the dock
TID: 00370a17fa7f0000, SID: 6, DID: 4, CID: 384, time stamp: 49840, AID: 6, The ship loading cargo from the dock
TID: 00a77dfdf97f0000, SID: 48, DID: 1, CID: 464, time stamp: 49852, AID: 6, The ship loading cargo from the dock
TID: 0077ff0bfa7f0000, SID: 19, DID: 2, CID: 479, time stamp: 49966, AID: 6, The ship loading cargo from the dock
TID: 00e77ae7f97f0000, SID: 92, DID: 3, CID: 698, time stamp: 49985, AID: 6, The ship loading cargo from the dock
TID: 0097ff0cfa7f0000, SID: 17, DID: 0, CID: 543, time stamp: 50020, AID: 6, The ship loading cargo from the dock
TID: 0097fdfcf97f0000, SID: 49, DID: 4, CID: 374, time stamp: 50102, AID: 6, The ship loading cargo from the dock
TID: 00a77f0dfa7f0000, SID: 16, DID: 4, CID: 213, time stamp: 50223, AID: 6, The ship loading cargo from the dock
TID: 00f7fbeff97f0000, SID: 75, DID: 1, CID: 445, time stamp: 50271, AID: 6, The ship loading cargo from the dock
TID: 0097fcf4f97f0000, SID: 65, DID: 4, CID: 270, time stamp: 50275, AID: 6, The ship loading cargo from the dock
TID: 00077e00fa7f0000, SID: 42, DID: 2, CID: 728, time stamp: 50369, AID: 6, The ship loading cargo from the dock
TID: 00e77e07fa7f0000, SID: 28, DID: 4, CID: 208, time stamp: 50391, AID: 6, The ship loading cargo from the dock
TID: 00a77e05fa7f0000, SID: 32, DID: 0, CID: 542, time stamp: 50420, AID: 6, The ship loading cargo from the dock
TID: 00d7fe06fa7f0000, SID: 29, DID: 4, CID: 373, time stamp: 50461, AID: 6, The ship loading cargo from the dock
TID: 00877ae4f97f0000, SID: 98, DID: 1, CID: 430, time stamp: 50475, AID: 6, The ship loading cargo from the dock
TID: 00570a18fa7f0000, SID: 3, DID: 1, CID: 358, time stamp: 50572, AID: 6, The ship loading cargo from the dock
TID: 00677e03fa7f0000, SID: 36, DID: 1, CID: 431, time stamp: 50597, AID: 6, The ship loading cargo from the dock
TID: 00a77ae5f97f0000, SID: 96, DID: 4, CID: 0, time stamp: 50584, AID: 7, The ship leaved the dock
TID: 00c77ae6f97f0000, SID: 94, DID: 1, CID: 340, time stamp: 50857, AID: 6, The ship loading cargo from the dock
TID: 00077cf0f97f0000, SID: 74, DID: 2, CID: 744, time stamp: 50933, AID: 6, The ship loading cargo from the dock
TID: 00a77cf5f97f0000, SID: 64, DID: 1, CID: 413, time stamp: 50934, AID: 6, The ship loading cargo from the dock
TID: 00277cf1f97f0000, SID: 72, DID: 0, CID: 538, time stamp: 50957, AID: 6, The ship loading cargo from the dock
TID: 00b7fae5f97f0000, SID: 95, DID: 4, CID: 337, time stamp: 51048, AID: 6, The ship loading cargo from the dock
TID: 00878a19fa7f0000, SID: 0, DID: 4, CID: 370, time stamp: 51255, AID: 6, The ship loading cargo from the dock
TID: 00277e01fa7f0000, SID: 40, DID: 1, CID: 392, time stamp: 51286, AID: 6, The ship loading cargo from the dock
TID: 0037fbe9f97f0000, SID: 87, DID: 4, CID: 151, time stamp: 51296, AID: 6, The ship loading cargo from the dock
TID: 00f7fae7f97f0000, SID: 91, DID: 3, CID: 717, time stamp: 51372, AID: 6, The ship loading cargo from the dock
TID: 00677bebf97f0000, SID: 84, DID: 0, CID: 535, time stamp: 51582, AID: 6, The ship loading cargo from the dock
TID: 00077f08fa7f0000, SID: 26, DID: 2, CID: 730, time stamp: 51600, AID: 6, The ship loading cargo from the dock
