TID: 0067f23f1a7f0000, SID: 28, DID: 0, CID: 0, time stamp: 72, AID: 0, The ship created
TID: 00077e281a7f0000, SID: 27, DID: 3, CID: 97, time stamp: 33205, AID: 6, The ship loading cargo from the dock
TID: 00877e2c1a7f0000, SID: 60, DID: 0, CID: 267, time stamp: 33223, AID: 6, The ship loading cargo from the dock
TID: 00d7fe2e1a7f0000, SID: 4, DID: 4, CID: 364, time stamp: 33340, AID: 6, The ship loading cargo from the dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 1, CID: 260, time stamp: 33373, AID: 6, The ship loading cargo from the dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 1, CID: 201, time stamp: 33443, AID: 6, The ship loading cargo from the dock
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 105, time stamp: 33478, AID: 6, The ship loading cargo from the dock
TID: 00277f311a7f0000, SID: 15, DID: 1, CID: 198, time stamp: 33486, AID: 6, The ship loading cargo from the dock
TID: 0097ff341a7f0000, SID: 55, DID: 0, CID: 292, time stamp: 33502, AID: 6, The ship loading cargo from the dock
TID: 0007f23c1a7f0000, SID: 22, DID: 2, CID: 360, time stamp: 33569, AID: 6, The ship loading cargo from the dock
TID: 00e77f371a7f0000, SID: 90, DID: 4, CID: 433, time stamp: 33595, AID: 6, The ship loading cargo from the dock
TID: 00f7ff371a7f0000, SID: 33, DID: 3, CID: 117, time stamp: 33661, AID: 6, The ship loading cargo from the dock
TID: 0027f23d1a7f0000, SID: 37, DID: 2, CID: 122, time stamp: 33895, AID: 6, The ship loading cargo from the dock
TID: 00e77d271a7f0000, SID: 63, DID: 4, CID: 0, time stamp: 34100, AID: 1, The ship requested permission to dock
TID: 00e77d271a7f0000, SID: 63, DID: 4, CID: 0, time stamp: 34108, AID: 2, The ship docked
TID: 00e77d271a7f0000, SID: 63, DID: 4, CID: 0, time stamp: 34117, AID: 5, The ship requested permission to load cargo from the dock
TID: 00e77d271a7f0000, SID: 63, DID: 4, CID: 375, time stamp: 34125, AID: 6, The ship loading cargo from the dock
TID: 00d7fd261a7f0000, SID: 66, DID: 1, CID: 0, time stamp: 34100, AID: 1, The ship requested permission to dock
TID: 00d7fd261a7f0000, SID: 66, DID: 1, CID: 0, time stamp: 34140, AID: 2, The ship docked
TID: 00d7fd261a7f0000, SID: 66, DID: 1, CID: 0, time stamp: 34144, AID: 5, The ship requested permission to load cargo from the dock
TID: 00d7fd261a7f0000, SID: 66, DID: 1, CID: 202, time stamp: 34148, AID: 6, The ship loading cargo from the dock
TID: 0037fe291a7f0000, SID: 57, DID: 1, CID: 205, time stamp: 34163, AID: 6, The ship loading cargo from the dock
TID: 00477e2a1a7f0000, SID: 41, DID: 3, CID: 127, time stamp: 34226, AID: 6, The ship loading cargo from the dock
TID: 00a77e2d1a7f0000, SID: 89, DID: 0, CID: 295, time stamp: 34286, AID: 6, The ship loading cargo from the dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 293, time stamp: 34377, AID: 6, The ship loading cargo from the dock
TID: 00677f331a7f0000, SID: 48, DID: 1, CID: 209, time stamp: 34480, AID: 6, The ship loading cargo from the dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 0, CID: 326, time stamp: 34507, AID: 6, The ship loading cargo from the dock
TID: 0077ff331a7f0000, SID: 49, DID: 4, CID: 337, time stamp: 34561, AID: 6, The ship loading cargo from the dock
TID: 0017723d1a7f0000, SID: 17, DID: 0, CID: 305, time stamp: 34585, AID: 6, The ship loading cargo from the dock
TID: 00877f341a7f0000, SID: 19, DID: 2, CID: 361, time stamp: 34613, AID: 6, The ship loading cargo from the dock
TID: 0017ff301a7f0000, SID: 6, DID: 4, CID: 363, time stamp: 34618, AID: 6, The ship loading cargo from the dock
TID: 00d7ff361a7f0000, SID: 92, DID: 3, CID: 132, time stamp: 34670, AID: 6, The ship loading cargo from the dock
TID: 0067f23f1a7f0000, SID: 28, DID: 4, CID: 379, time stamp: 34938, AID: 6, The ship loading cargo from the dock
TID: 00c77d261a7f0000, SID: 98, DID: 1, CID: 0, time stamp: 35093, AID: 1, The ship requested permission to dock
TID: 00c77d261a7f0000, SID: 98, DID: 1, CID: 0, time stamp: 35098, AID: 2, The ship docked
TID: 00c77d261a7f0000, SID: 98, DID: 1, CID: 0, time stamp: 35103, AID: 5, The ship requested permission to load cargo from the dock
TID: 00c77d261a7f0000, SID: 98, DID: 1, CID: 214, time stamp: 35107, AID: 6, The ship loading cargo from the dock
TID: 00277e291a7f0000, SID: 29, DID: 4, CID: 370, time stamp: 35172, AID: 6, The ship loading cargo from the dock
TID: 0077fe2b1a7f0000, SID: 3, DID: 1, CID: 277, time stamp: 35287, AID: 6, The ship loading cargo from the dock
TID: 00677e2b1a7f0000, SID: 96, DID: 4, CID: 373, time stamp: 35292, AID: 6, The ship loading cargo from the dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 1, CID: 210, time stamp: 35333, AID: 6, The ship loading cargo from the dock
TID: 0057ff321a7f0000, SID: 72, DID: 0, CID: 322, time stamp: 35585, AID: 6, The ship loading cargo from the dock
TID: 00477f321a7f0000, SID: 74, DID: 2, CID: 131, time stamp: 35598, AID: 6, The ship loading cargo from the dock
TID: 00b7ff351a7f0000, SID: 64, DID: 1, CID: 215, time stamp: 35602, AID: 6, The ship loading cargo from the dock
TID: 00c77f361a7f0000, SID: 23, DID: 1, CID: 216, time stamp: 35654, AID: 6, The ship loading cargo from the dock
TID: 0037ff311a7f0000, SID: 94, DID: 1, CID: 306, time stamp: 35677, AID: 6, The ship loading cargo from the dock
TID: 0057723f1a7f0000, SID: 84, DID: 0, CID: 329, time stamp: 35713, AID: 6, The ship loading cargo from the dock
TID: 00a77f351a7f0000, SID: 73, DID: 4, CID: 0, time stamp: 35783, AID: 7, The ship leaved the dock
TID: 0047f23e1a7f0000, SID: 0, DID: 4, CID: 384, time stamp: 35930, AID: 6, The ship loading cargo from the dock
TID: 0037723e1a7f0000, SID: 95, DID: 4, CID: 374, time stamp: 36007, AID: 6, The ship loading cargo from the dock
TID: 0017fe281a7f0000, SID: 26, DID: 2, CID: 153, time stamp: 36232, AID: 6, The ship loading cargo from the dock
TID: 00f7fd271a7f0000, SID: 67, DID: 2, CID: 145, time stamp: 36241, AID: 6, The ship loading cargo from the dock
TID: 00877e2c1a7f0000, SID: 60, DID: 0, CID: 331, time stamp: 36278, AID: 6, The ship loading cargo from the dock
TID: 0057fe2a1a7f0000, SID: 11, DID: 3, CID: 130, time stamp: 36278, AID: 6, The ship loading cargo from the dock
TID: 00077e281a7f0000, SID: 27, DID: 3, CID: 138, time stamp: 36297, AID: 6, The ship loading cargo from the dock
TID: 00d7fe2e1a7f0000, SID: 4, DID: 4, CID: 422, time stamp: 36411, AID: 6, The ship loading cargo from the dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 1, CID: 308, time stamp: 36436, AID: 6, The ship loading cargo from the dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 1, CID: 220, time stamp: 36500, AID: 6, The ship loading cargo from the dock
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 147, time stamp: 36532, AID: 6, The ship loading cargo from the dock
TID: 00277f311a7f0000, SID: 15, DID: 1, CID: 221, time stamp: 36546, AID: 6, The ship loading cargo from the dock
TID: 0097ff341a7f0000, SID: 55, DID: 0, CID: 333, time stamp: 36557, AID: 6, The ship loading cargo from the dock
TID: 0007f23c1a7f0000, SID: 22, DID: 2, CID: 383, time stamp: 36626, AID: 6, The ship loading cargo from the dock
TID: 00e77f371a7f0000, SID: 90, DID: 4, CID: 475, time stamp: 36652, AID: 6, The ship loading cargo from the dock
TID: 00f7ff371a7f0000, SID: 33, DID: 3, CID: 149, time stamp: 36718, AID: 6, The ship loading cargo from the dock
TID: 0027f23d1a7f0000, SID: 37, DID: 2, CID: 133, time stamp: 36986, AID: 6, The ship loading cargo from the dock
TID: 00b7fd251a7f0000, SID: 93, DID: 4, CID: 0, time stamp: 37086, AID: 1, The ship requested permission to dock
TID: 00b7fd251a7f0000, SID: 93, DID: 4, CID: 0, time stamp: 37090, AID: 2, The ship docked
TID: 00b7fd251a7f0000, SID: 93, DID: 4, CID: 0, time stamp: 37094, AID: 5, The ship requested permission to load cargo from the dock
TID: 00b7fd251a7f0000, SID: 93, DID: 4, CID: 394, time stamp: 37097, AID: 6, The ship loading cargo from the dock
TID: 00e77d271a7f0000, SID: 63, DID: 4, CID: 438, time stamp: 37185, AID: 6, The ship loading cargo from the dock
TID: 0037fe291a7f0000, SID: 57, DID: 1, CID: 224, time stamp: 37201, AID: 6, The ship loading cargo from the dock
TID: 00d7fd261a7f0000, SID: 66, DID: 1, CID: 237, time stamp: 37204, AID: 6, The ship loading cargo from the dock
TID: 00477e2a1a7f0000, SID: 41, DID: 3, CID: 154, time stamp: 37282, AID: 6, The ship loading cargo from the dock
TID: 00a77e2d1a7f0000, SID: 89, DID: 0, CID: 335, time stamp: 37354, AID: 6, The ship loading cargo from the dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 338, time stamp: 37432, AID: 6, The ship loading cargo from the dock
TID: 00677f331a7f0000, SID: 48, DID: 1, CID: 239, time stamp: 37535, AID: 6, The ship loading cargo from the dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 0, CID: 0, time stamp: 37565, AID: 7, The ship leaved the dock
TID: 0077ff331a7f0000, SID: 49, DID: 4, CID: 403, time stamp: 37617, AID: 6, The ship loading cargo from the dock
TID: 0017723d1a7f0000, SID: 17, DID: 0, CID: 341, time stamp: 37641, AID: 6, The ship loading cargo from the dock
TID: 0017ff301a7f0000, SID: 6, DID: 4, CID: 404, time stamp: 37679, AID: 6, The ship loading cargo from the dock
TID: 00877f341a7f0000, SID: 19, DID: 2, CID: 390, time stamp: 37708, AID: 6, The ship loading cargo from the dock
TID: 00d7ff361a7f0000, SID: 92, DID: 3, CID: 164, time stamp: 37729, AID: 6, The ship loading cargo from the dock
TID: 0067f23f1a7f0000, SID: 28, DID: 4, CID: 458, time stamp: 38013, AID: 6, The ship loading cargo from the dock
TID: 00a77d251a7f0000, SID: 32, DID: 0, CID: 0, time stamp: 38096, AID: 1, The ship requested permission to dock
TID: 00a77d251a7f0000, SID: 32, DID: 0, CID: 0, time stamp: 38100, AID: 2, The ship docked
TID: 00a77d251a7f0000, SID: 32, DID: 0, CID: 0, time stamp: 38103, AID: 5, The ship requested permission to load cargo from the dock
TID: 00a77d251a7f0000, SID: 32, DID: 0, CID: 343, time stamp: 38106, AID: 6, The ship loading cargo from the dock
TID: 0097fd241a7f0000, SID: 42, DID: 2, CID: 0, time stamp: 38110, AID: 1, The ship requested permission to dock
TID: 0097fd241a7f0000, SID: 42, DID: 2, CID: 0, time stamp: 38113, AID: 2, The ship docked
TID: 0097fd241a7f0000, SID: 42, DID: 2, CID: 0, time stamp: 38117, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fd241a7f0000, SID: 42, DID: 2, CID: 143, time stamp: 38121, AID: 6, The ship loading cargo from the dock
TID: 00c77d261a7f0000, SID: 98, DID: 1, CID: 241, time stamp: 38182, AID: 6, The ship loading cargo from the dock
TID: 00277e291a7f0000, SID: 29, DID: 4, CID: 412, time stamp: 38228, AID: 6, The ship loading cargo from the dock
TID: 0077fe2b1a7f0000, SID: 3, DID: 1, CID: 328, time stamp: 38345, AID: 6, The ship loading cargo from the dock
TID: 00677e2b1a7f0000, SID: 96, DID: 4, CID: 446, time stamp: 38348, AID: 6, The ship loading cargo from the dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 1, CID: 257, time stamp: 38391, AID: 6, The ship loading cargo from the dock
TID: 0057ff321a7f0000, SID: 72, DID: 0, CID: 371, time stamp: 38643, AID: 6, The ship loading cargo from the dock
TID: 00477f321a7f0000, SID: 74, DID: 2, CID: 165, time stamp: 38656, AID: 6, The ship loading cargo from the dock
TID: 00b7ff351a7f0000, SID: 64, DID: 1, CID: 268, time stamp: 38658, AID: 6, The ship loading cargo from the dock
TID: 00c77f361a7f0000, SID: 23, DID: 1, CID: 259, time stamp: 38710, AID: 6, The ship loading cargo from the dock
TID: 0037ff311a7f0000, SID: 94, DID: 1, CID: 340, time stamp: 38733, AID: 6, The ship loading cargo from the dock
TID: 0057723f1a7f0000, SID: 84, DID: 0, CID: 354, time stamp: 38769, AID: 6, The ship loading cargo from the dock
TID: 0047f23e1a7f0000, SID: 0, DID: 4, CID: 455, time stamp: 39026, AID: 6, The ship loading cargo from the dock
TID: 00877d241a7f0000, SID: 91, DID: 3, CID: 0, time stamp: 39067, AID: 1, The ship requested permission to dock
TID: 00877d241a7f0000, SID: 91, DID: 3, CID: 0, time stamp: 39070, AID: 2, The ship docked
TID: 00877d241a7f0000, SID: 91, DID: 3, CID: 0, time stamp: 39073, AID: 5, The ship requested permission to load cargo from the dock
TID: 00877d241a7f0000, SID: 91, DID: 3, CID: 158, time stamp: 39076, AID: 6, The ship loading cargo from the dock
TID: 0037723e1a7f0000, SID: 95, DID: 4, CID: 423, time stamp: 39088, AID: 6, The ship loading cargo from the dock
TID: 0017fe281a7f0000, SID: 26, DID: 2, CID: 184, time stamp: 39289, AID: 6, The ship loading cargo from the dock
TID: 00f7fd271a7f0000, SID: 67, DID: 2, CID: 170, time stamp: 39300, AID: 6, The ship loading cargo from the dock
TID: 00877e2c1a7f0000, SID: 60, DID: 0, CID: 357, time stamp: 39336, AID: 6, The ship loading cargo from the dock
TID: 0057fe2a1a7f0000, SID: 11, DID: 3, CID: 183, time stamp: 39354, AID: 6, The ship loading cargo from the dock
TID: 00077e281a7f0000, SID: 27, DID: 3, CID: 167, time stamp: 39355, AID: 6, The ship loading cargo from the dock
TID: 00d7fe2e1a7f0000, SID: 4, DID: 4, CID: 468, time stamp: 39468, AID: 6, The ship loading cargo from the dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 1, CID: 358, time stamp: 39493, AID: 6, The ship loading cargo from the dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 1, CID: 280, time stamp: 39556, AID: 6, The ship loading cargo from the dock
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 163, time stamp: 39589, AID: 6, The ship loading cargo from the dock
TID: 00277f311a7f0000, SID: 15, DID: 1, CID: 282, time stamp: 39603, AID: 6, The ship loading cargo from the dock
TID: 0097ff341a7f0000, SID: 55, DID: 0, CID: 359, time stamp: 39613, AID: 6, The ship loading cargo from the dock
TID: 0007f23c1a7f0000, SID: 22, DID: 2, CID: 450, time stamp: 39684, AID: 6, The ship loading cargo from the dock
TID: 00e77f371a7f0000, SID: 90, DID: 4, CID: 480, time stamp: 39709, AID: 6, The ship loading cargo from the dock
TID: 00f7ff371a7f0000, SID: 33, DID: 3, CID: 175, time stamp: 39774, AID: 6, The ship loading cargo from the dock
TID: 0027f23d1a7f0000, SID: 37, DID: 2, CID: 157, time stamp: 40086, AID: 6, The ship loading cargo from the dock
TID: 0077fd231a7f0000, SID: 45, DID: 2, CID: 0, time stamp: 40088, AID: 1, The ship requested permission to dock
TID: 0077fd231a7f0000, SID: 45, DID: 2, CID: 0, time stamp: 40103, AID: 2, The ship docked
TID: 0077fd231a7f0000, SID: 45, DID: 2, CID: 0, time stamp: 40107, AID: 5, The ship requested permission to load cargo from the dock
TID: 0077fd231a7f0000, SID: 45, DID: 2, CID: 180, time stamp: 40110, AID: 6, The ship loading cargo from the dock
TID: 00b7fd251a7f0000, SID: 93, DID: 4, CID: 437, time stamp: 40153, AID: 6, The ship loading cargo from the dock
TID: 00e77d271a7f0000, SID: 63, DID: 4, CID: 474, time stamp: 40257, AID: 6, The ship loading cargo from the dock
TID: 00d7fd261a7f0000, SID: 66, DID: 1, CID: 291, time stamp: 40261, AID: 6, The ship loading cargo from the dock
TID: 0037fe291a7f0000, SID: 57, DID: 1, CID: 298, time stamp: 40277, AID: 6, The ship loading cargo from the dock
TID: 00477e2a1a7f0000, SID: 41, DID: 3, CID: 177, time stamp: 40338, AID: 6, The ship loading cargo from the dock
TID: 00a77e2d1a7f0000, SID: 89, DID: 0, CID: 367, time stamp: 40409, AID: 6, The ship loading cargo from the dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 372, time stamp: 40490, AID: 6, The ship loading cargo from the dock
TID: 00677f331a7f0000, SID: 48, DID: 1, CID: 311, time stamp: 40591, AID: 6, The ship loading cargo from the dock
TID: 0077ff331a7f0000, SID: 49, DID: 4, CID: 439, time stamp: 40673, AID: 6, The ship loading cargo from the dock
TID: 0017723d1a7f0000, SID: 17, DID: 0, CID: 376, time stamp: 40696, AID: 6, The ship loading cargo from the dock
TID: 0017ff301a7f0000, SID: 6, DID: 4, CID: 443, time stamp: 40778, AID: 6, The ship loading cargo from the dock
TID: 00877f341a7f0000, SID: 19, DID: 2, CID: 466, time stamp: 40825, AID: 6, The ship loading cargo from the dock
TID: 00d7ff361a7f0000, SID: 92, DID: 3, CID: 182, time stamp: 40828, AID: 6, The ship loading cargo from the dock
TID: 0067f23f1a7f0000, SID: 28, DID: 4, CID: 502, time stamp: 41110, AID: 6, The ship loading cargo from the dock
TID: 0097fd241a7f0000, SID: 42, DID: 2, CID: 204, time stamp: 41178, AID: 6, The ship loading cargo from the dock
TID: 00a77d251a7f0000, SID: 32, DID: 0, CID: 378, time stamp: 41180, AID: 6, The ship loading cargo from the dock
TID: 00c77d261a7f0000, SID: 98, DID: 1, CID: 366, time stamp: 41267, AID: 6, The ship loading cargo from the dock
TID: 00277e291a7f0000, SID: 29, DID: 4, CID: 447, time stamp: 41283, AID: 6, The ship loading cargo from the dock
TID: 00677e2b1a7f0000, SID: 96, DID: 4, CID: 459, time stamp: 41404, AID: 6, The ship loading cargo from the dock
TID: 0077fe2b1a7f0000, SID: 3, DID: 1, CID: 381, time stamp: 41405, AID: 6, The ship loading cargo from the dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 1, CID: 316, time stamp: 41447, AID: 6, The ship loading cargo from the dock
TID: 0057ff321a7f0000, SID: 72, DID: 0, CID: 393, time stamp: 41700, AID: 6, The ship loading cargo from the dock
TID: 00477f321a7f0000, SID: 74, DID: 2, CID: 206, time stamp: 41713, AID: 6, The ship loading cargo from the dock
TID: 00b7ff351a7f0000, SID: 64, DID: 1, CID: 327, time stamp: 41715, AID: 6, The ship loading cargo from the dock
TID: 00c77f361a7f0000, SID: 23, DID: 1, CID: 0, time stamp: 41766, AID: 7, The ship leaved the dock
TID: 0037ff311a7f0000, SID: 94, DID: 1, CID: 405, time stamp: 41802, AID: 6, The ship loading cargo from the dock
TID: 0057723f1a7f0000, SID: 84, DID: 0, CID: 388, time stamp: 41824, AID: 6, The ship loading cargo from the dock
TID: 0047f23e1a7f0000, SID: 0, DID: 4, CID: 489, time stamp: 42120, AID: 6, The ship loading cargo from the dock
TID: 00877d241a7f0000, SID: 91, DID: 3, CID: 179, time stamp: 42151, AID: 6, The ship loading cargo from the dock
TID: 0037723e1a7f0000, SID: 95, DID: 4, CID: 462, time stamp: 42171, AID: 6, The ship loading cargo from the dock
TID: 0017fe281a7f0000, SID: 26, DID: 2, CID: 217, time stamp: 42345, AID: 6, The ship loading cargo from the dock
TID: 00f7fd271a7f0000, SID: 67, DID: 2, CID: 227, time stamp: 42359, AID: 6, The ship loading cargo from the dock
TID: 00877e2c1a7f0000, SID: 60, DID: 0, CID: 397, time stamp: 42394, AID: 6, The ship loading cargo from the dock
TID: 00077e281a7f0000, SID: 27, DID: 3, CID: 186, time stamp: 42412, AID: 6, The ship loading cargo from the dock
TID: 0057fe2a1a7f0000, SID: 11, DID: 3, CID: 236, time stamp: 42450, AID: 6, The ship loading cargo from the dock
TID: 00d7fe2e1a7f0000, SID: 4, DID: 4, CID: 522, time stamp: 42524, AID: 6, The ship loading cargo from the dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 1, CID: 418, time stamp: 42550, AID: 6, The ship loading cargo from the dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 1, CID: 385, time stamp: 42616, AID: 6, The ship loading cargo from the dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 3, CID: 0, time stamp: 42617, AID: 1, The ship requested permission to dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 3, CID: 0, time stamp: 42631, AID: 2, The ship docked
TID: 00f7fe2f1a7f0000, SID: 18, DID: 3, CID: 0, time stamp: 42635, AID: 3, The ship requested permission to unload its cargo
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 187, time stamp: 42644, AID: 6, The ship loading cargo from the dock
TID: 00277f311a7f0000, SID: 15, DID: 1, CID: 334, time stamp: 42659, AID: 6, The ship loading cargo from the dock
TID: 0097ff341a7f0000, SID: 55, DID: 0, CID: 399, time stamp: 42669, AID: 6, The ship loading cargo from the dock
TID: 0007f23c1a7f0000, SID: 22, DID: 2, CID: 476, time stamp: 42742, AID: 6, The ship loading cargo from the dock
TID: 00e77f371a7f0000, SID: 90, DID: 4, CID: 553, time stamp: 42766, AID: 6, The ship loading cargo from the dock
TID: 00f7ff371a7f0000, SID: 33, DID: 3, CID: 189, time stamp: 42830, AID: 6, The ship loading cargo from the dock
TID: 0027f23d1a7f0000, SID: 37, DID: 2, CID: 238, time stamp: 43180, AID: 6, The ship loading cargo from the dock
TID: 0077fd231a7f0000, SID: 45, DID: 2, CID: 252, time stamp: 43187, AID: 6, The ship loading cargo from the dock
TID: 00b7fd251a7f0000, SID: 93, DID: 4, CID: 481, time stamp: 43202, AID: 6, The ship loading cargo from the dock
TID: 00d7fd261a7f0000, SID: 66, DID: 1, CID: 344, time stamp: 43317, AID: 6, The ship loading cargo from the dock
TID: 00e77d271a7f0000, SID: 63, DID: 4, CID: 572, time stamp: 43317, AID: 6, The ship loading cargo from the dock
TID: 0037fe291a7f0000, SID: 57, DID: 1, CID: 349, time stamp: 43332, AID: 6, The ship loading cargo from the dock
TID: 00477e2a1a7f0000, SID: 41, DID: 3, CID: 190, time stamp: 43394, AID: 6, The ship loading cargo from the dock
TID: 00a77e2d1a7f0000, SID: 89, DID: 0, CID: 400, time stamp: 43465, AID: 6, The ship loading cargo from the dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 401, time stamp: 43545, AID: 6, The ship loading cargo from the dock
TID: 00677f331a7f0000, SID: 48, DID: 1, CID: 350, time stamp: 43647, AID: 6, The ship loading cargo from the dock
TID: 0077ff331a7f0000, SID: 49, DID: 4, CID: 483, time stamp: 43729, AID: 6, The ship loading cargo from the dock
TID: 0017723d1a7f0000, SID: 17, DID: 0, CID: 415, time stamp: 43752, AID: 6, The ship loading cargo from the dock
TID: 0017ff301a7f0000, SID: 6, DID: 4, CID: 508, time stamp: 43872, AID: 6, The ship loading cargo from the dock
TID: 00877f341a7f0000, SID: 19, DID: 2, CID: 479, time stamp: 43930, AID: 6, The ship loading cargo from the dock
TID: 00d7ff361a7f0000, SID: 92, DID: 3, CID: 246, time stamp: 43936, AID: 6, The ship loading cargo from the dock
TID: 0057fd221a7f0000, SID: 65, DID: 4, CID: 0, time stamp: 44082, AID: 1, The ship requested permission to dock
TID: 0057fd221a7f0000, SID: 65, DID: 4, CID: 0, time stamp: 44091, AID: 2, The ship docked
TID: 00477d221a7f0000, SID: 75, DID: 1, CID: 0, time stamp: 44083, AID: 1, The ship requested permission to dock
TID: 00477d221a7f0000, SID: 75, DID: 1, CID: 0, time stamp: 44121, AID: 2, The ship docked
TID: 00677d231a7f0000, SID: 16, DID: 4, CID: 0, time stamp: 44127, AID: 1, The ship requested permission to dock
TID: 00677d231a7f0000, SID: 16, DID: 4, CID: 0, time stamp: 44140, AID: 2, The ship docked
TID: 00677d231a7f0000, SID: 16, DID: 4, CID: 0, time stamp: 44149, AID: 5, The ship requested permission to load cargo from the dock
TID: 00677d231a7f0000, SID: 16, DID: 4, CID: 589, time stamp: 44156, AID: 6, The ship loading cargo from the dock
TID: 00477d221a7f0000, SID: 75, DID: 1, CID: 0, time stamp: 44129, AID: 5, The ship requested permission to load cargo from the dock
TID: 00477d221a7f0000, SID: 75, DID: 1, CID: 387, time stamp: 44170, AID: 6, The ship loading cargo from the dock
TID: 0067f23f1a7f0000, SID: 28, DID: 4, CID: 594, time stamp: 44171, AID: 6, The ship loading cargo from the dock
TID: 0057fd221a7f0000, SID: 65, DID: 4, CID: 0, time stamp: 44114, AID: 5, The ship requested permission to load cargo from the dock
TID: 0057fd221a7f0000, SID: 65, DID: 4, CID: 564, time stamp: 44196, AID: 6, The ship loading cargo from the dock
TID: 0097fd241a7f0000, SID: 42, DID: 2, CID: 278, time stamp: 44235, AID: 6, The ship loading cargo from the dock
TID: 00a77d251a7f0000, SID: 32, DID: 0, CID: 411, time stamp: 44236, AID: 6, The ship loading cargo from the dock
TID: 00c77d261a7f0000, SID: 98, DID: 1, CID: 389, time stamp: 44324, AID: 6, The ship loading cargo from the dock
TID: 00277e291a7f0000, SID: 29, DID: 4, CID: 514, time stamp: 44339, AID: 6, The ship loading cargo from the dock
TID: 00677e2b1a7f0000, SID: 96, DID: 4, CID: 534, time stamp: 44461, AID: 6, The ship loading cargo from the dock
TID: 0077fe2b1a7f0000, SID: 3, DID: 1, CID: 448, time stamp: 44462, AID: 6, The ship loading cargo from the dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 1, CID: 396, time stamp: 44504, AID: 6, The ship loading cargo from the dock
TID: 0057ff321a7f0000, SID: 72, DID: 0, CID: 417, time stamp: 44755, AID: 6, The ship loading cargo from the dock
TID: 00477f321a7f0000, SID: 74, DID: 2, CID: 258, time stamp: 44768, AID: 6, The ship loading cargo from the dock
TID: 00b7ff351a7f0000, SID: 64, DID: 1, CID: 392, time stamp: 44772, AID: 6, The ship loading cargo from the dock
TID: 0037ff311a7f0000, SID: 94, DID: 1, CID: 484, time stamp: 44860, AID: 6, The ship loading cargo from the dock
TID: 0057723f1a7f0000, SID: 84, DID: 0, CID: 419, time stamp: 44880, AID: 6, The ship loading cargo from the dock
TID: 0037fd211a7f0000, SID: 40, DID: 1, CID: 0, time stamp: 45079, AID: 1, The ship requested permission to dock
TID: 0037fd211a7f0000, SID: 40, DID: 1, CID: 0, time stamp: 45086, AID: 2, The ship docked
TID: 0037fd211a7f0000, SID: 40, DID: 1, CID: 0, time stamp: 45095, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fd211a7f0000, SID: 40, DID: 1, CID: 413, time stamp: 45103, AID: 6, The ship loading cargo from the dock
TID: 00277d211a7f0000, SID: 87, DID: 4, CID: 0, time stamp: 45079, AID: 1, The ship requested permission to dock
TID: 00277d211a7f0000, SID: 87, DID: 4, CID: 0, time stamp: 45117, AID: 2, The ship docked
TID: 00277d211a7f0000, SID: 87, DID: 4, CID: 0, time stamp: 45122, AID: 5, The ship requested permission to load cargo from the dock
TID: 00277d211a7f0000, SID: 87, DID: 4, CID: 596, time stamp: 45126, AID: 6, The ship loading cargo from the dock
TID: 00877d241a7f0000, SID: 91, DID: 3, CID: 193, time stamp: 45221, AID: 6, The ship loading cargo from the dock
TID: 0047f23e1a7f0000, SID: 0, DID: 4, CID: 560, time stamp: 45238, AID: 6, The ship loading cargo from the dock
TID: 0037723e1a7f0000, SID: 95, DID: 4, CID: 569, time stamp: 45264, AID: 6, The ship loading cargo from the dock
TID: 0017fe281a7f0000, SID: 26, DID: 2, CID: 269, time stamp: 45400, AID: 6, The ship loading cargo from the dock
TID: 00f7fd271a7f0000, SID: 67, DID: 2, CID: 284, time stamp: 45415, AID: 6, The ship loading cargo from the dock
TID: 00877e2c1a7f0000, SID: 60, DID: 0, CID: 424, time stamp: 45451, AID: 6, The ship loading cargo from the dock
TID: 00077e281a7f0000, SID: 27, DID: 3, CID: 195, time stamp: 45466, AID: 6, The ship loading cargo from the dock
